date,county,state,cases,deaths
1/21/2020,Snohomish,Washington,1,0
1/22/2020,Snohomish,Washington,1,0
1/23/2020,Snohomish,Washington,1,0
1/24/2020,Cook,Illinois,1,0
1/24/2020,Snohomish,Washington,1,0
1/25/2020,Orange,California,1,0
1/25/2020,Cook,Illinois,1,0
1/25/2020,Snohomish,Washington,1,0
1/26/2020,Maricopa,Arizona,1,0
1/26/2020,Los Angeles,California,1,0
1/26/2020,Orange,California,1,0
1/26/2020,Cook,Illinois,1,0
1/26/2020,Snohomish,Washington,1,0
1/27/2020,Maricopa,Arizona,1,0
1/27/2020,Los Angeles,California,1,0
1/27/2020,Orange,California,1,0
1/27/2020,Cook,Illinois,1,0
1/27/2020,Snohomish,Washington,1,0
1/28/2020,Maricopa,Arizona,1,0
1/28/2020,Los Angeles,California,1,0
1/28/2020,Orange,California,1,0
1/28/2020,Cook,Illinois,1,0
1/28/2020,Snohomish,Washington,1,0
1/29/2020,Maricopa,Arizona,1,0
1/29/2020,Los Angeles,California,1,0
1/29/2020,Orange,California,1,0
1/29/2020,Cook,Illinois,1,0
1/29/2020,Snohomish,Washington,1,0
1/30/2020,Maricopa,Arizona,1,0
1/30/2020,Los Angeles,California,1,0
1/30/2020,Orange,California,1,0
1/30/2020,Cook,Illinois,2,0
1/30/2020,Snohomish,Washington,1,0
1/31/2020,Maricopa,Arizona,na,0
1/31/2020,Los Angeles,California,1,0
1/31/2020,Orange,California,1,0
1/31/2020,Santa Clara,California,1,0
1/31/2020,Cook,Illinois,2,0
1/31/2020,Snohomish,Washington,1,0
2/1/2020,Maricopa,Arizona,1,0
2/1/2020,Los Angeles,California,1,0
2/1/2020,Orange,California,1,0
2/1/2020,Santa Clara,California,1,0
2/1/2020,Cook,Illinois,2,0
2/1/2020,Suffolk,Massachusetts,1,0
2/1/2020,Snohomish,Washington,1,0
2/2/2020,Maricopa,Arizona,1,0
2/2/2020,Los Angeles,California,1,0
2/2/2020,Orange,California,1,0
2/2/2020,San Francisco,California,2,0
2/2/2020,Santa Clara,California,2,0
2/2/2020,Cook,Illinois,2,0
2/2/2020,Suffolk,Massachusetts,1,0
2/2/2020,Snohomish,Washington,1,0
2/3/2020,Maricopa,Arizona,1,0
2/3/2020,Los Angeles,California,1,0
2/3/2020,Orange,California,1,0
2/3/2020,San Francisco,California,2,0
2/3/2020,Santa Clara,California,2,0
2/3/2020,Cook,Illinois,2,0
2/3/2020,Suffolk,Massachusetts,1,0
2/3/2020,Snohomish,Washington,1,0
2/4/2020,Maricopa,Arizona,1,0
2/4/2020,Los Angeles,California,1,0
2/4/2020,Orange,California,1,0
2/4/2020,San Francisco,California,2,0
2/4/2020,Santa Clara,California,2,0
2/4/2020,Cook,Illinois,2,0
2/4/2020,Suffolk,Massachusetts,1,0
2/4/2020,Snohomish,Washington,1,0
2/5/2020,Maricopa,Arizona,1,0
2/5/2020,Los Angeles,California,1,0
2/5/2020,Orange,California,1,0
2/5/2020,San Francisco,California,2,0
2/5/2020,Santa Clara,California,2,0
2/5/2020,Cook,Illinois,2,0
2/5/2020,Suffolk,Massachusetts,1,0
2/5/2020,Snohomish,Washington,1,0
2/5/2020,Dane,Wisconsin,1,0
2/6/2020,Maricopa,Arizona,1,0
2/6/2020,Los Angeles,California,1,0
2/6/2020,Orange,California,1,0
2/6/2020,San Francisco,California,2,0
2/6/2020,Santa Clara,California,2,0
2/6/2020,Cook,Illinois,2,0
2/6/2020,Suffolk,Massachusetts,1,0
2/6/2020,Snohomish,Washington,1,0
2/6/2020,Dane,Wisconsin,1,0
2/7/2020,Maricopa,Arizona,1,0
2/7/2020,Los Angeles,California,1,0
2/7/2020,Orange,California,1,0
2/7/2020,San Francisco,California,2,0
2/7/2020,Santa Clara,California,2,0
2/7/2020,Cook,Illinois,2,0
2/7/2020,Suffolk,Massachusetts,1,0
2/7/2020,Snohomish,Washington,1,0
2/7/2020,Dane,Wisconsin,1,0
2/8/2020,Maricopa,Arizona,1,0
2/8/2020,Los Angeles,California,1,0
2/8/2020,Orange,California,1,0
2/8/2020,San Francisco,California,2,0
2/8/2020,Santa Clara,California,2,0
2/8/2020,Cook,Illinois,2,0
2/8/2020,Suffolk,Massachusetts,1,0
2/8/2020,Snohomish,Washington,1,0
2/8/2020,Dane,Wisconsin,1,0
2/9/2020,Maricopa,Arizona,1,0
2/9/2020,Los Angeles,California,1,0
2/9/2020,Orange,California,1,0
2/9/2020,San Francisco,California,2,0
2/9/2020,Santa Clara,California,2,0
2/9/2020,Cook,Illinois,2,0
2/9/2020,Suffolk,Massachusetts,1,0
2/9/2020,Snohomish,Washington,1,0
2/9/2020,Dane,Wisconsin,1,0
2/10/2020,Maricopa,Arizona,1,0
2/10/2020,Los Angeles,California,1,0
2/10/2020,Orange,California,1,0
2/10/2020,San Diego,California,1,0
2/10/2020,San Francisco,California,2,0
2/10/2020,Santa Clara,California,2,0
2/10/2020,Cook,Illinois,2,0
2/10/2020,Suffolk,Massachusetts,0,0
2/10/2020,Snohomish,Washington,1,0
2/10/2020,Dane,Wisconsin,1,0
2/11/2020,Maricopa,Arizona,1,0
2/11/2020,Los Angeles,California,1,0
2/11/2020,Orange,California,1,0
2/11/2020,San Diego,California,1,0
2/11/2020,San Francisco,California,2,0
2/11/2020,Santa Clara,California,2,0
2/11/2020,Cook,Illinois,2,0
2/11/2020,Suffolk,Massachusetts,1,0
2/11/2020,Snohomish,Washington,1,0
2/11/2020,Dane,Wisconsin,1,0
2/12/2020,Maricopa,Arizona,1,0
2/12/2020,Los Angeles,California,1,0
2/12/2020,Orange,California,1,0
2/12/2020,San Diego,California,1,0
2/12/2020,San Francisco,California,2,0
2/12/2020,Santa Clara,California,2,0
2/12/2020,Cook,Illinois,2,0
2/12/2020,Suffolk,Massachusetts,1,0
2/12/2020,Bexar,Texas,1,0
2/12/2020,Snohomish,Washington,1,0
2/12/2020,Dane,Wisconsin,1,0
2/13/2020,Maricopa,Arizona,1,0
2/13/2020,Los Angeles,California,1,0
2/13/2020,Orange,California,1,0
2/13/2020,San Diego,California,1,0
2/13/2020,San Francisco,California,2,0
2/13/2020,Santa Clara,California,2,0
2/13/2020,Cook,Illinois,2,0
2/13/2020,Suffolk,Massachusetts,1,0
2/13/2020,Bexar,Texas,2,0
2/13/2020,Snohomish,Washington,1,0
2/13/2020,Dane,Wisconsin,1,0
2/14/2020,Maricopa,Arizona,1,0
2/14/2020,Los Angeles,California,1,0
2/14/2020,Orange,California,1,0
2/14/2020,San Diego,California,1,0
2/14/2020,San Francisco,California,2,0
2/14/2020,Santa Clara,California,2,0
2/14/2020,Cook,Illinois,2,0
2/14/2020,Suffolk,Massachusetts,1,0
2/14/2020,Bexar,Texas,2,0
2/14/2020,Snohomish,Washington,1,0
2/14/2020,Dane,Wisconsin,1,0
2/15/2020,Maricopa,Arizona,1,0
2/15/2020,Los Angeles,California,1,0
2/15/2020,Orange,California,1,0
2/15/2020,San Diego,California,1,0
2/15/2020,San Francisco,California,2,0
2/15/2020,Santa Clara,California,2,0
2/15/2020,Cook,Illinois,2,0
2/15/2020,Suffolk,Massachusetts,1,0
2/15/2020,Bexar,Texas,2,0
2/15/2020,Snohomish,Washington,1,0
2/15/2020,Dane,Wisconsin,1,0
2/16/2020,Maricopa,Arizona,1,0
2/16/2020,Los Angeles,California,1,0
2/16/2020,Orange,California,1,0
2/16/2020,San Diego,California,1,0
2/16/2020,San Francisco,California,2,0
2/16/2020,Santa Clara,California,2,0
2/16/2020,Cook,Illinois,2,0
2/16/2020,Suffolk,Massachusetts,1,0
2/16/2020,Bexar,Texas,2,0
2/16/2020,Snohomish,Washington,1,0
2/16/2020,Dane,Wisconsin,1,0
2/17/2020,Maricopa,Arizona,1,0
2/17/2020,Los Angeles,California,1,0
2/17/2020,Orange,California,1,0
2/17/2020,San Diego,California,1,0
2/17/2020,San Francisco,California,2,0
2/17/2020,Santa Clara,California,2,0
2/17/2020,Cook,Illinois,2,0
2/17/2020,Suffolk,Massachusetts,1,0
2/17/2020,Douglas,Nebraska,10,0
2/17/2020,Bexar,Texas,2,0
2/17/2020,Snohomish,Washington,1,0
2/17/2020,Dane,Wisconsin,1,0
2/18/2020,Maricopa,Arizona,1,0
2/18/2020,Los Angeles,California,1,0
2/18/2020,Orange,California,1,0
2/18/2020,San Diego,California,1,0
2/18/2020,San Francisco,California,2,0
2/18/2020,Santa Clara,California,2,0
2/18/2020,Cook,Illinois,2,0
2/18/2020,Suffolk,Massachusetts,1,0
2/18/2020,Douglas,Nebraska,10,0
2/18/2020,Bexar,Texas,2,0
2/18/2020,Snohomish,Washington,1,0
2/18/2020,Dane,Wisconsin,1,0
2/19/2020,Maricopa,Arizona,1,0
2/19/2020,Los Angeles,California,1,0
2/19/2020,Orange,California,1,0
2/19/2020,San Diego,California,1,0
2/19/2020,San Francisco,California,2,0
2/19/2020,Santa Clara,California,2,0
2/19/2020,Cook,Illinois,2,0
2/19/2020,Suffolk,Massachusetts,1,0
2/19/2020,Douglas,Nebraska,10,0
2/19/2020,Bexar,Texas,2,0
2/19/2020,Snohomish,Washington,1,0
2/19/2020,Dane,Wisconsin,1,0
2/20/2020,Maricopa,Arizona,1,0
2/20/2020,Humboldt,California,1,0
2/20/2020,Los Angeles,California,1,0
2/20/2020,Orange,California,1,0
2/20/2020,San Diego,California,1,0
2/20/2020,San Francisco,California,2,0
2/20/2020,Santa Clara,California,2,0
2/20/2020,Cook,Illinois,2,0
2/20/2020,Suffolk,Massachusetts,1,0
2/20/2020,Douglas,Nebraska,11,0
2/20/2020,Bexar,Texas,2,0
2/20/2020,Snohomish,Washington,1,0
2/20/2020,Dane,Wisconsin,1,0
2/21/2020,Maricopa,Arizona,1,0
2/21/2020,Humboldt,California,1,0
2/21/2020,Los Angeles,California,1,0
2/21/2020,Orange,California,1,0
2/21/2020,Sacramento,California,1,0
2/21/2020,San Diego,California,1,0
2/21/2020,San Francisco,California,2,0
2/21/2020,Santa Clara,California,2,0
2/21/2020,Cook,Illinois,2,0
2/21/2020,Suffolk,Massachusetts,1,0
2/21/2020,Douglas,Nebraska,11,0
2/21/2020,Bexar,Texas,4,0
2/21/2020,Snohomish,Washington,1,0
2/21/2020,Dane,Wisconsin,1,0
2/22/2020,Maricopa,Arizona,1,0
2/22/2020,Humboldt,California,1,0
2/22/2020,Los Angeles,California,1,0
2/22/2020,Orange,California,1,0
2/22/2020,Sacramento,California,1,0
2/22/2020,San Diego,California,1,0
2/22/2020,San Francisco,California,2,0
2/22/2020,Santa Clara,California,2,0
2/22/2020,Cook,Illinois,2,0
2/22/2020,Suffolk,Massachusetts,1,0
2/22/2020,Douglas,Nebraska,11,0
2/22/2020,Bexar,Texas,4,0
2/22/2020,Snohomish,Washington,1,0
2/22/2020,Dane,Wisconsin,1,0
2/23/2020,Maricopa,Arizona,1,0
2/23/2020,Humboldt,California,1,0
2/23/2020,Los Angeles,California,1,0
2/23/2020,Orange,California,1,0
2/23/2020,Sacramento,California,1,0
2/23/2020,San Diego,California,1,0
2/23/2020,San Francisco,California,2,0
2/23/2020,Santa Clara,California,2,0
2/23/2020,Cook,Illinois,2,0
2/23/2020,Suffolk,Massachusetts,1,0
2/23/2020,Douglas,Nebraska,11,0
2/23/2020,Bexar,Texas,4,0
2/23/2020,Snohomish,Washington,1,0
2/23/2020,Dane,Wisconsin,1,0
2/24/2020,Maricopa,Arizona,1,0
2/24/2020,Humboldt,California,1,0
2/24/2020,Los Angeles,California,1,0
2/24/2020,Orange,California,1,0
2/24/2020,Sacramento,California,1,0
2/24/2020,San Diego,California,1,0
2/24/2020,San Francisco,California,3,0
2/24/2020,Santa Clara,California,2,0
2/24/2020,Solano,California,1,0
2/24/2020,Cook,Illinois,2,0
2/24/2020,Suffolk,Massachusetts,1,0
2/24/2020,Douglas,Nebraska,12,0
2/24/2020,Bexar,Texas,10,0
2/24/2020,Snohomish,Washington,1,0
2/24/2020,Spokane,Washington,4,0
2/24/2020,Dane,Wisconsin,1,0
2/25/2020,Maricopa,Arizona,1,0
2/25/2020,Humboldt,California,1,0
2/25/2020,Los Angeles,California,1,0
2/25/2020,Orange,California,1,0
2/25/2020,Sacramento,California,1,0
2/25/2020,San Diego,California,1,0
2/25/2020,San Francisco,California,3,0
2/25/2020,Santa Clara,California,2,0
2/25/2020,Solano,California,1,0
2/25/2020,Cook,Illinois,2,0
2/25/2020,Suffolk,Massachusetts,1,0
2/25/2020,Douglas,Nebraska,13,0
2/25/2020,Bexar,Texas,10,0
2/25/2020,Salt Lake,Utah,1,0
2/25/2020,Snohomish,Washington,1,0
2/25/2020,Spokane,Washington,4,0
2/25/2020,Dane,Wisconsin,1,0
2/26/2020,Maricopa,Arizona,1,0
2/26/2020,Humboldt,California,1,0
2/26/2020,Los Angeles,California,1,0
2/26/2020,Marin,California,1,0
2/26/2020,Napa,California,1,0
2/26/2020,Orange,California,1,0
2/26/2020,Sacramento,California,3,0
2/26/2020,San Diego,California,1,0
2/26/2020,San Francisco,California,3,0
2/26/2020,Santa Clara,California,2,0
2/26/2020,Solano,California,11,0
2/26/2020,Sonoma,California,1,0
2/26/2020,Cook,Illinois,2,0
2/26/2020,Suffolk,Massachusetts,1,0
2/26/2020,Douglas,Nebraska,13,0
2/26/2020,Bexar,Texas,10,0
2/26/2020,Salt Lake,Utah,1,0
2/26/2020,Snohomish,Washington,1,0
2/26/2020,Spokane,Washington,4,0
2/26/2020,Dane,Wisconsin,1,0
2/27/2020,Maricopa,Arizona,1,0
2/27/2020,Humboldt,California,1,0
2/27/2020,Los Angeles,California,1,0
2/27/2020,Marin,California,1,0
2/27/2020,Napa,California,1,0
2/27/2020,Orange,California,1,0
2/27/2020,Sacramento,California,3,0
2/27/2020,San Diego,California,1,0
2/27/2020,San Francisco,California,3,0
2/27/2020,Santa Clara,California,2,0
2/27/2020,Solano,California,11,0
2/27/2020,Sonoma,California,1,0
2/27/2020,Cook,Illinois,2,0
2/27/2020,Suffolk,Massachusetts,1,0
2/27/2020,Douglas,Nebraska,13,0
2/27/2020,Bexar,Texas,10,0
2/27/2020,Salt Lake,Utah,1,0
2/27/2020,Snohomish,Washington,1,0
2/27/2020,Spokane,Washington,4,0
2/27/2020,Dane,Wisconsin,1,0
2/28/2020,Maricopa,Arizona,1,0
2/28/2020,Humboldt,California,1,0
2/28/2020,Los Angeles,California,1,0
2/28/2020,Marin,California,1,0
2/28/2020,Napa,California,1,0
2/28/2020,Orange,California,1,0
2/28/2020,Sacramento,California,3,0
2/28/2020,San Diego,California,1,0
2/28/2020,San Francisco,California,3,0
2/28/2020,Santa Clara,California,3,0
2/28/2020,Solano,California,11,0
2/28/2020,Sonoma,California,1,0
2/28/2020,Cook,Illinois,2,0
2/28/2020,Suffolk,Massachusetts,1,0
2/28/2020,Douglas,Nebraska,13,0
2/28/2020,Washington,Oregon,1,0
2/28/2020,Bexar,Texas,11,0
2/28/2020,Salt Lake,Utah,1,0
2/28/2020,King,Washington,1,0
2/28/2020,Snohomish,Washington,2,0
2/28/2020,Spokane,Washington,4,0
2/28/2020,Dane,Wisconsin,1,0
2/29/2020,Maricopa,Arizona,1,0
2/29/2020,Humboldt,California,1,0
2/29/2020,Los Angeles,California,1,0
2/29/2020,Marin,California,1,0
2/29/2020,Napa,California,1,0
2/29/2020,Orange,California,1,0
2/29/2020,Sacramento,California,3,0
2/29/2020,San Diego,California,1,0
2/29/2020,San Francisco,California,3,0
2/29/2020,Santa Clara,California,4,0
2/29/2020,Solano,California,11,0
2/29/2020,Sonoma,California,1,0
2/29/2020,Cook,Illinois,3,0
2/29/2020,Suffolk,Massachusetts,1,0
2/29/2020,Douglas,Nebraska,13,0
2/29/2020,Washington,Oregon,1,0
2/29/2020,Bexar,Texas,11,0
2/29/2020,Salt Lake,Utah,1,0
2/29/2020,King,Washington,4,1
2/29/2020,Snohomish,Washington,2,0
2/29/2020,Spokane,Washington,4,0
2/29/2020,Dane,Wisconsin,1,0
3/1/2020,Maricopa,Arizona,1,0
3/1/2020,Alameda,California,1,0
3/1/2020,Humboldt,California,1,0
3/1/2020,Los Angeles,California,1,0
3/1/2020,Marin,California,1,0
3/1/2020,Napa,California,1,0
3/1/2020,Orange,California,1,0
3/1/2020,Sacramento,California,3,0
3/1/2020,San Diego,California,1,0
3/1/2020,San Francisco,California,3,0
3/1/2020,Santa Clara,California,7,0
3/1/2020,Solano,California,12,0
3/1/2020,Sonoma,California,1,0
3/1/2020,Hillsborough,Florida,1,0
3/1/2020,Manatee,Florida,1,0
3/1/2020,Cook,Illinois,3,0
3/1/2020,Suffolk,Massachusetts,1,0
3/1/2020,Douglas,Nebraska,13,0
3/1/2020,New York City,New York,1,0
3/1/2020,Washington,Oregon,2,0
3/1/2020,Unknown,Rhode Island,2,0
3/1/2020,Bexar,Texas,11,0
3/1/2020,Salt Lake,Utah,1,0
3/1/2020,King,Washington,11,3
3/1/2020,Snohomish,Washington,2,0
3/1/2020,Spokane,Washington,4,0
3/1/2020,Dane,Wisconsin,1,0
3/2/2020,Maricopa,Arizona,1,0
3/2/2020,Alameda,California,1,0
3/2/2020,Humboldt,California,1,0
3/2/2020,Los Angeles,California,1,0
3/2/2020,Marin,California,1,0
3/2/2020,Napa,California,1,0
3/2/2020,Orange,California,1,0
3/2/2020,Placer,California,1,0
3/2/2020,Sacramento,California,3,0
3/2/2020,San Diego,California,1,0
3/2/2020,San Francisco,California,3,0
3/2/2020,San Mateo,California,1,0
3/2/2020,Santa Clara,California,9,0
3/2/2020,Solano,California,12,0
3/2/2020,Sonoma,California,2,0
3/2/2020,Hillsborough,Florida,1,0
3/2/2020,Manatee,Florida,1,0
3/2/2020,Fulton,Georgia,2,0
3/2/2020,Cook,Illinois,4,0
3/2/2020,Norfolk,Massachusetts,1,0
3/2/2020,Suffolk,Massachusetts,1,0
3/2/2020,Douglas,Nebraska,13,0
3/2/2020,Grafton,New Hampshire,1,0
3/2/2020,New York City,New York,1,0
3/2/2020,Washington,Oregon,2,0
3/2/2020,Unknown,Rhode Island,2,0
3/2/2020,Bexar,Texas,11,0
3/2/2020,Salt Lake,Utah,1,0
3/2/2020,King,Washington,15,6
3/2/2020,Snohomish,Washington,3,0
3/2/2020,Spokane,Washington,4,0
3/2/2020,Walla Walla,Washington,1,0
3/2/2020,Dane,Wisconsin,1,0
3/3/2020,Maricopa,Arizona,2,0
3/3/2020,Alameda,California,2,0
3/3/2020,Contra Costa,California,1,0
3/3/2020,Humboldt,California,1,0
3/3/2020,Los Angeles,California,1,0
3/3/2020,Marin,California,1,0
3/3/2020,Napa,California,1,0
3/3/2020,Orange,California,3,0
3/3/2020,Placer,California,2,0
3/3/2020,Sacramento,California,3,0
3/3/2020,San Diego,California,1,0
3/3/2020,San Francisco,California,3,0
3/3/2020,San Mateo,California,1,0
3/3/2020,Santa Clara,California,11,0
3/3/2020,Solano,California,12,0
3/3/2020,Sonoma,California,2,0
3/3/2020,Hillsborough,Florida,2,0
3/3/2020,Manatee,Florida,1,0
3/3/2020,Fulton,Georgia,2,0
3/3/2020,Cook,Illinois,4,0
3/3/2020,Norfolk,Massachusetts,1,0
3/3/2020,Suffolk,Massachusetts,1,0
3/3/2020,Douglas,Nebraska,13,0
3/3/2020,Grafton,New Hampshire,2,0
3/3/2020,New York City,New York,2,0
3/3/2020,Wake,North Carolina,1,0
3/3/2020,Washington,Oregon,2,0
3/3/2020,Unknown,Rhode Island,2,0
3/3/2020,Bexar,Texas,11,0
3/3/2020,Salt Lake,Utah,1,0
3/3/2020,King,Washington,22,10
3/3/2020,Snohomish,Washington,5,0
3/3/2020,Spokane,Washington,4,0
3/3/2020,Walla Walla,Washington,1,0
3/3/2020,Dane,Wisconsin,1,0
3/4/2020,Maricopa,Arizona,2,0
3/4/2020,Alameda,California,2,0
3/4/2020,Contra Costa,California,1,0
3/4/2020,Humboldt,California,1,0
3/4/2020,Los Angeles,California,7,0
3/4/2020,Marin,California,1,0
3/4/2020,Napa,California,1,0
3/4/2020,Orange,California,3,0
3/4/2020,Placer,California,2,1
3/4/2020,Sacramento,California,3,0
3/4/2020,San Diego,California,1,0
3/4/2020,San Francisco,California,3,0
3/4/2020,San Mateo,California,1,0
3/4/2020,Santa Clara,California,14,0
3/4/2020,Solano,California,12,0
3/4/2020,Sonoma,California,3,0
3/4/2020,Hillsborough,Florida,2,0
3/4/2020,Manatee,Florida,1,0
3/4/2020,Fulton,Georgia,2,0
3/4/2020,Cook,Illinois,4,0
3/4/2020,Norfolk,Massachusetts,1,0
3/4/2020,Suffolk,Massachusetts,1,0
3/4/2020,Douglas,Nebraska,13,0
3/4/2020,Grafton,New Hampshire,2,0
3/4/2020,Bergen,New Jersey,1,0
3/4/2020,New York City,New York,2,0
3/4/2020,Westchester,New York,9,0
3/4/2020,Wake,North Carolina,1,0
3/4/2020,Washington,Oregon,2,0
3/4/2020,Unknown,Rhode Island,2,0
3/4/2020,Bexar,Texas,11,0
3/4/2020,Fort Bend,Texas,1,0
3/4/2020,Salt Lake,Utah,1,0
3/4/2020,Chelan,Washington,1,0
3/4/2020,King,Washington,33,11
3/4/2020,Snohomish,Washington,8,0
3/4/2020,Spokane,Washington,4,0
3/4/2020,Walla Walla,Washington,1,0
3/4/2020,Dane,Wisconsin,1,0
3/5/2020,Maricopa,Arizona,2,0
3/5/2020,Alameda,California,2,0
3/5/2020,Contra Costa,California,1,0
3/5/2020,Humboldt,California,1,0
3/5/2020,Los Angeles,California,11,0
3/5/2020,Marin,California,1,0
3/5/2020,Napa,California,1,0
3/5/2020,Orange,California,3,0
3/5/2020,Placer,California,2,1
3/5/2020,Sacramento,California,3,0
3/5/2020,San Diego,California,1,0
3/5/2020,San Francisco,California,5,0
3/5/2020,San Mateo,California,1,0
3/5/2020,Santa Clara,California,20,0
3/5/2020,Solano,California,12,0
3/5/2020,Sonoma,California,3,0
3/5/2020,Douglas,Colorado,1,0
3/5/2020,Jefferson,Colorado,1,0
3/5/2020,Hillsborough,Florida,2,0
3/5/2020,Manatee,Florida,1,0
3/5/2020,Santa Rosa,Florida,1,0
3/5/2020,Fulton,Georgia,2,0
3/5/2020,Cook,Illinois,5,0
3/5/2020,Montgomery,Maryland,3,0
3/5/2020,Middlesex,Massachusetts,1,0
3/5/2020,Norfolk,Massachusetts,1,0
3/5/2020,Suffolk,Massachusetts,1,0
3/5/2020,Douglas,Nebraska,13,0
3/5/2020,Clark,Nevada,1,0
3/5/2020,Washoe,Nevada,1,0
3/5/2020,Grafton,New Hampshire,2,0
3/5/2020,Bergen,New Jersey,2,0
3/5/2020,Nassau,New York,1,0
3/5/2020,New York City,New York,4,0
3/5/2020,Westchester,New York,17,0
3/5/2020,Wake,North Carolina,1,0
3/5/2020,Washington,Oregon,2,0
3/5/2020,Unknown,Rhode Island,2,0
3/5/2020,Williamson,Tennessee,1,0
3/5/2020,Bexar,Texas,11,0
3/5/2020,Fort Bend,Texas,1,0
3/5/2020,Harris,Texas,4,0
3/5/2020,Salt Lake,Utah,1,0
3/5/2020,Chelan,Washington,1,0
3/5/2020,King,Washington,52,11
3/5/2020,Snohomish,Washington,17,0
3/5/2020,Spokane,Washington,4,0
3/5/2020,Walla Walla,Washington,1,0
3/5/2020,Dane,Wisconsin,1,0
3/6/2020,Maricopa,Arizona,2,0
3/6/2020,Pinal,Arizona,1,0
3/6/2020,Alameda,California,3,0
3/6/2020,Contra Costa,California,4,0
3/6/2020,Humboldt,California,1,0
3/6/2020,Los Angeles,California,13,0
3/6/2020,Marin,California,1,0
3/6/2020,Napa,California,1,0
3/6/2020,Orange,California,3,0
3/6/2020,Placer,California,5,1
3/6/2020,Sacramento,California,3,0
3/6/2020,San Diego,California,1,0
3/6/2020,San Francisco,California,5,0
3/6/2020,San Mateo,California,1,0
3/6/2020,Santa Clara,California,24,0
3/6/2020,Solano,California,12,0
3/6/2020,Sonoma,California,3,0
3/6/2020,Yolo,California,1,0
3/6/2020,Denver,Colorado,2,0
3/6/2020,Douglas,Colorado,3,0
3/6/2020,Eagle,Colorado,1,0
3/6/2020,El Paso,Colorado,1,0
3/6/2020,Jefferson,Colorado,1,0
3/6/2020,Broward,Florida,2,0
3/6/2020,Hillsborough,Florida,2,0
3/6/2020,Lee,Florida,1,1
3/6/2020,Manatee,Florida,1,0
3/6/2020,Santa Rosa,Florida,1,1
3/6/2020,Fulton,Georgia,2,0
3/6/2020,Polk,Georgia,1,0
3/6/2020,Honolulu,Hawaii,1,0
3/6/2020,Cook,Illinois,6,0
3/6/2020,Marion,Indiana,1,0
3/6/2020,Fayette,Kentucky,1,0
3/6/2020,Montgomery,Maryland,3,0
3/6/2020,Middlesex,Massachusetts,1,0
3/6/2020,Norfolk,Massachusetts,3,0
3/6/2020,Suffolk,Massachusetts,4,0
3/6/2020,Ramsey,Minnesota,1,0
3/6/2020,Douglas,Nebraska,14,0
3/6/2020,Clark,Nevada,1,0
3/6/2020,Washoe,Nevada,1,0
3/6/2020,Grafton,New Hampshire,2,0
3/6/2020,Bergen,New Jersey,3,0
3/6/2020,Camden,New Jersey,1,0
3/6/2020,Nassau,New York,4,0
3/6/2020,New York City,New York,5,0
3/6/2020,Rockland,New York,2,0
3/6/2020,Westchester,New York,33,0
3/6/2020,Chatham,North Carolina,1,0
3/6/2020,Wake,North Carolina,1,0
3/6/2020,Tulsa,Oklahoma,1,0
3/6/2020,Washington,Oregon,2,0
3/6/2020,Delaware,Pennsylvania,1,0
3/6/2020,Wayne,Pennsylvania,1,0
3/6/2020,Unknown,Rhode Island,3,0
3/6/2020,Charleston,South Carolina,1,0
3/6/2020,Kershaw,South Carolina,1,0
3/6/2020,Williamson,Tennessee,1,0
3/6/2020,Bexar,Texas,11,0
3/6/2020,Fort Bend,Texas,3,0
3/6/2020,Harris,Texas,5,0
3/6/2020,Davis,Utah,1,0
3/6/2020,Salt Lake,Utah,1,0
3/6/2020,Washington,Utah,1,0
3/6/2020,Chelan,Washington,1,0
3/6/2020,Clark,Washington,1,0
3/6/2020,Jefferson,Washington,1,0
3/6/2020,King,Washington,59,12
3/6/2020,Pierce,Washington,1,0
3/6/2020,Snohomish,Washington,18,0
3/6/2020,Spokane,Washington,4,0
3/6/2020,Walla Walla,Washington,1,0
3/6/2020,Dane,Wisconsin,1,0
3/7/2020,Maricopa,Arizona,2,0
3/7/2020,Pinal,Arizona,3,0
3/7/2020,Alameda,California,3,0
3/7/2020,Contra Costa,California,4,0
3/7/2020,Fresno,California,1,0
3/7/2020,Humboldt,California,1,0
3/7/2020,Los Angeles,California,14,0
3/7/2020,Madera,California,1,0
3/7/2020,Marin,California,1,0
3/7/2020,Napa,California,1,0
3/7/2020,Orange,California,3,0
3/7/2020,Placer,California,5,1
3/7/2020,Riverside,California,1,0
3/7/2020,Sacramento,California,3,0
3/7/2020,San Diego,California,1,0
3/7/2020,San Francisco,California,11,0
3/7/2020,San Mateo,California,1,0
3/7/2020,Santa Clara,California,32,0
3/7/2020,Santa Cruz,California,1,0
3/7/2020,Solano,California,12,0
3/7/2020,Sonoma,California,3,0
3/7/2020,Yolo,California,1,0
3/7/2020,Denver,Colorado,2,0
3/7/2020,Douglas,Colorado,3,0
3/7/2020,Eagle,Colorado,1,0
3/7/2020,El Paso,Colorado,1,0
3/7/2020,Jefferson,Colorado,1,0
3/7/2020,District of Columbia,District of Columbia,1,0
3/7/2020,Broward,Florida,2,0
3/7/2020,Charlotte,Florida,1,0
3/7/2020,Hillsborough,Florida,2,0
3/7/2020,Lee,Florida,2,1
3/7/2020,Manatee,Florida,2,0
3/7/2020,Okaloosa,Florida,1,0
3/7/2020,Santa Rosa,Florida,1,1
3/7/2020,Volusia,Florida,1,0
3/7/2020,Cobb,Georgia,1,0
3/7/2020,Fulton,Georgia,4,0
