date,county,state,cases,deaths
4/1/2020,Yakima,Washington,200,3
4/1/2020,Barbour,West Virginia,1,0
4/1/2020,Berkeley,West Virginia,21,0
4/1/2020,Cabell,West Virginia,1,0
4/1/2020,Greenbrier,West Virginia,3,0
4/1/2020,Hancock,West Virginia,6,0
4/1/2020,Hardy,West Virginia,1,0
4/1/2020,Harrison,West Virginia,14,0
4/1/2020,Jackson,West Virginia,11,0
4/1/2020,Jefferson,West Virginia,9,0
4/1/2020,Kanawha,West Virginia,37,0
4/1/2020,Logan,West Virginia,3,0
4/1/2020,Marion,West Virginia,8,1
4/1/2020,Marshall,West Virginia,4,0
4/1/2020,Mason,West Virginia,3,0
4/1/2020,Mercer,West Virginia,2,0
4/1/2020,Monongalia,West Virginia,32,0
4/1/2020,Morgan,West Virginia,1,0
4/1/2020,Ohio,West Virginia,11,0
4/1/2020,Pleasants,West Virginia,1,0
4/1/2020,Preston,West Virginia,3,0
4/1/2020,Putnam,West Virginia,5,0
4/1/2020,Raleigh,West Virginia,3,0
4/1/2020,Randolph,West Virginia,1,0
4/1/2020,Roane,West Virginia,2,0
4/1/2020,Tucker,West Virginia,2,0
4/1/2020,Upshur,West Virginia,1,0
4/1/2020,Wetzel,West Virginia,2,0
4/1/2020,Wirt,West Virginia,1,0
4/1/2020,Wood,West Virginia,2,0
4/1/2020,Ashland,Wisconsin,1,0
4/1/2020,Bayfield,Wisconsin,3,0
4/1/2020,Brown,Wisconsin,11,0
4/1/2020,Buffalo,Wisconsin,1,0
4/1/2020,Calumet,Wisconsin,2,0
4/1/2020,Chippewa,Wisconsin,10,0
4/1/2020,Clark,Wisconsin,5,0
4/1/2020,Columbia,Wisconsin,13,0
4/1/2020,Crawford,Wisconsin,1,0
4/1/2020,Dane,Wisconsin,215,2
4/1/2020,Dodge,Wisconsin,13,0
4/1/2020,Door,Wisconsin,1,0
4/1/2020,Douglas,Wisconsin,7,0
4/1/2020,Dunn,Wisconsin,3,0
4/1/2020,Eau Claire,Wisconsin,12,0
4/1/2020,Fond du Lac,Wisconsin,24,2
4/1/2020,Grant,Wisconsin,2,0
4/1/2020,Green,Wisconsin,7,0
4/1/2020,Iowa,Wisconsin,3,0
4/1/2020,Iron,Wisconsin,1,1
4/1/2020,Jackson,Wisconsin,2,0
4/1/2020,Jefferson,Wisconsin,12,0
4/1/2020,Juneau,Wisconsin,4,0
4/1/2020,Kenosha,Wisconsin,54,0
4/1/2020,La Crosse,Wisconsin,19,0
4/1/2020,Marathon,Wisconsin,5,0
4/1/2020,Marinette,Wisconsin,2,0
4/1/2020,Marquette,Wisconsin,2,0
4/1/2020,Menominee,Wisconsin,1,0
4/1/2020,Milwaukee,Wisconsin,780,16
4/1/2020,Monroe,Wisconsin,2,0
4/1/2020,Oconto,Wisconsin,1,0
4/1/2020,Oneida,Wisconsin,3,0
4/1/2020,Outagamie,Wisconsin,12,0
4/1/2020,Ozaukee,Wisconsin,46,5
4/1/2020,Pierce,Wisconsin,7,0
4/1/2020,Portage,Wisconsin,1,0
4/1/2020,Racine,Wisconsin,28,0
4/1/2020,Richland,Wisconsin,2,0
4/1/2020,Rock,Wisconsin,17,1
4/1/2020,Sauk,Wisconsin,14,2
4/1/2020,Sheboygan,Wisconsin,14,1
4/1/2020,St. Croix,Wisconsin,6,0
4/1/2020,Vilas,Wisconsin,3,0
4/1/2020,Walworth,Wisconsin,12,0
4/1/2020,Washington,Wisconsin,44,1
4/1/2020,Waukesha,Wisconsin,107,1
4/1/2020,Waupaca,Wisconsin,2,1
4/1/2020,Winnebago,Wisconsin,13,0
4/1/2020,Wood,Wisconsin,2,0
4/1/2020,Albany,Wyoming,3,0
4/1/2020,Campbell,Wyoming,5,0
4/1/2020,Carbon,Wyoming,3,0
4/1/2020,Converse,Wyoming,2,0
4/1/2020,Fremont,Wyoming,25,0
4/1/2020,Goshen,Wyoming,1,0
4/1/2020,Hot Springs,Wyoming,1,0
4/1/2020,Johnson,Wyoming,7,0
4/1/2020,Laramie,Wyoming,35,0
4/1/2020,Natrona,Wyoming,14,0
4/1/2020,Park,Wyoming,1,0
4/1/2020,Sheridan,Wyoming,10,0
4/1/2020,Sublette,Wyoming,1,0
4/1/2020,Sweetwater,Wyoming,3,0
4/1/2020,Teton,Wyoming,26,0
4/1/2020,Washakie,Wyoming,1,0
4/2/2020,Autauga,Alabama,10,0
4/2/2020,Baldwin,Alabama,25,1
4/2/2020,Bibb,Alabama,4,0
4/2/2020,Blount,Alabama,6,0
4/2/2020,Bullock,Alabama,2,0
4/2/2020,Butler,Alabama,1,0
4/2/2020,Calhoun,Alabama,12,0
4/2/2020,Chambers,Alabama,67,4
4/2/2020,Cherokee,Alabama,4,0
4/2/2020,Chilton,Alabama,14,0
4/2/2020,Choctaw,Alabama,4,0
4/2/2020,Clarke,Alabama,2,0
4/2/2020,Clay,Alabama,7,0
4/2/2020,Cleburne,Alabama,6,0
4/2/2020,Coffee,Alabama,3,0
4/2/2020,Colbert,Alabama,5,0
4/2/2020,Conecuh,Alabama,1,0
4/2/2020,Coosa,Alabama,6,0
4/2/2020,Covington,Alabama,3,0
4/2/2020,Crenshaw,Alabama,1,0
4/2/2020,Cullman,Alabama,9,1
4/2/2020,Dale,Alabama,1,0
4/2/2020,Dallas,Alabama,4,0
4/2/2020,DeKalb,Alabama,8,0
4/2/2020,Elmore,Alabama,17,0
4/2/2020,Escambia,Alabama,2,0
4/2/2020,Etowah,Alabama,13,1
4/2/2020,Fayette,Alabama,1,0
4/2/2020,Franklin,Alabama,4,0
4/2/2020,Greene,Alabama,4,0
4/2/2020,Hale,Alabama,1,0
4/2/2020,Houston,Alabama,9,1
4/2/2020,Jackson,Alabama,9,1
4/2/2020,Jefferson,Alabama,332,5
4/2/2020,Lamar,Alabama,1,0
4/2/2020,Lauderdale,Alabama,14,2
4/2/2020,Lawrence,Alabama,3,0
4/2/2020,Lee,Alabama,91,3
4/2/2020,Limestone,Alabama,25,0
4/2/2020,Lowndes,Alabama,2,0
4/2/2020,Macon,Alabama,4,0
4/2/2020,Madison,Alabama,116,1
4/2/2020,Marengo,Alabama,5,0
4/2/2020,Marion,Alabama,11,2
4/2/2020,Marshall,Alabama,7,0
4/2/2020,Mobile,Alabama,69,4
4/2/2020,Monroe,Alabama,3,0
4/2/2020,Montgomery,Alabama,46,1
4/2/2020,Morgan,Alabama,22,0
4/2/2020,Pickens,Alabama,9,0
4/2/2020,Pike,Alabama,7,0
4/2/2020,Randolph,Alabama,6,0
4/2/2020,Russell,Alabama,2,0
4/2/2020,Shelby,Alabama,101,3
4/2/2020,St. Clair,Alabama,19,0
4/2/2020,Sumter,Alabama,4,0
4/2/2020,Talladega,Alabama,8,0
4/2/2020,Tallapoosa,Alabama,17,1
4/2/2020,Tuscaloosa,Alabama,37,0
4/2/2020,Walker,Alabama,34,0
4/2/2020,Washington,Alabama,3,1
4/2/2020,Wilcox,Alabama,5,0
4/2/2020,Winston,Alabama,2,0
4/2/2020,Anchorage,Alaska,66,2
4/2/2020,Fairbanks North Star Borough,Alaska,42,0
4/2/2020,Juneau City and Borough,Alaska,10,0
4/2/2020,Kenai Peninsula Borough,Alaska,8,0
4/2/2020,Ketchikan Gateway Borough,Alaska,14,0
4/2/2020,Matanuska-Susitna Borough,Alaska,4,0
4/2/2020,Unknown,Alaska,1,0
4/2/2020,Yukon-Koyukuk Census Area,Alaska,1,0
4/2/2020,Apache,Arizona,19,0
4/2/2020,Cochise,Arizona,4,0
4/2/2020,Coconino,Arizona,116,8
4/2/2020,Gila,Arizona,2,0
4/2/2020,Graham,Arizona,2,0
4/2/2020,Greenlee,Arizona,1,0
4/2/2020,La Paz,Arizona,2,0
4/2/2020,Maricopa,Arizona,961,12
4/2/2020,Mohave,Arizona,8,0
4/2/2020,Navajo,Arizona,129,1
4/2/2020,Pima,Arizona,237,11
4/2/2020,Pinal,Arizona,69,0
4/2/2020,Santa Cruz,Arizona,3,0
4/2/2020,Yavapai,Arizona,34,0
4/2/2020,Yuma,Arizona,13,0
4/2/2020,Arkansas,Arkansas,1,0
4/2/2020,Ashley,Arkansas,3,0
4/2/2020,Baxter,Arkansas,3,0
4/2/2020,Benton,Arkansas,42,0
4/2/2020,Boone,Arkansas,3,0
4/2/2020,Bradley,Arkansas,4,0
4/2/2020,Carroll,Arkansas,1,0
4/2/2020,Chicot,Arkansas,2,0
4/2/2020,Clark,Arkansas,26,0
4/2/2020,Cleburne,Arkansas,64,3
4/2/2020,Cleveland,Arkansas,4,0
4/2/2020,Columbia,Arkansas,2,0
4/2/2020,Conway,Arkansas,3,1
4/2/2020,Craighead,Arkansas,13,0
4/2/2020,Crawford,Arkansas,3,0
4/2/2020,Crittenden,Arkansas,32,0
4/2/2020,Cross,Arkansas,3,0
4/2/2020,Desha,Arkansas,2,0
4/2/2020,Drew,Arkansas,3,0
4/2/2020,Faulkner,Arkansas,38,1
4/2/2020,Garland,Arkansas,37,0
4/2/2020,Grant,Arkansas,3,0
4/2/2020,Greene,Arkansas,4,0
4/2/2020,Hempstead,Arkansas,2,0
4/2/2020,Hot Spring,Arkansas,5,0
4/2/2020,Howard,Arkansas,4,0
4/2/2020,Independence,Arkansas,4,0
4/2/2020,Jefferson,Arkansas,49,0
4/2/2020,Johnson,Arkansas,7,0
4/2/2020,Lawrence,Arkansas,3,0
4/2/2020,Lee,Arkansas,1,0
4/2/2020,Lincoln,Arkansas,6,0
4/2/2020,Lonoke,Arkansas,13,0
4/2/2020,Miller,Arkansas,8,0
4/2/2020,Mississippi,Arkansas,1,0
4/2/2020,Monroe,Arkansas,1,0
4/2/2020,Nevada,Arkansas,1,0
4/2/2020,Newton,Arkansas,1,0
4/2/2020,Ouachita,Arkansas,1,0
4/2/2020,Perry,Arkansas,2,0
4/2/2020,Pike,Arkansas,2,0
4/2/2020,Poinsett,Arkansas,5,0
4/2/2020,Polk,Arkansas,5,0
4/2/2020,Pope,Arkansas,8,0
4/2/2020,Pulaski,Arkansas,126,5
4/2/2020,Randolph,Arkansas,3,0
4/2/2020,Saline,Arkansas,18,0
4/2/2020,Scott,Arkansas,1,0
4/2/2020,Searcy,Arkansas,4,0
4/2/2020,Sebastian,Arkansas,8,0
4/2/2020,Sevier,Arkansas,3,0
4/2/2020,Sharp,Arkansas,1,0
4/2/2020,St. Francis,Arkansas,2,0
4/2/2020,Stone,Arkansas,5,0
4/2/2020,Union,Arkansas,10,0
4/2/2020,Unknown,Arkansas,10,1
4/2/2020,Van Buren,Arkansas,20,1
4/2/2020,Washington,Arkansas,24,0
4/2/2020,White,Arkansas,22,0
4/2/2020,Woodruff,Arkansas,1,0
4/2/2020,Alameda,California,417,9
4/2/2020,Alpine,California,1,0
4/2/2020,Amador,California,2,0
4/2/2020,Butte,California,10,0
4/2/2020,Calaveras,California,3,0
4/2/2020,Colusa,California,1,0
4/2/2020,Contra Costa,California,276,3
4/2/2020,Del Norte,California,1,0
4/2/2020,El Dorado,California,19,0
4/2/2020,Fresno,California,94,0
4/2/2020,Glenn,California,2,0
4/2/2020,Humboldt,California,37,0
4/2/2020,Imperial,California,50,0
4/2/2020,Inyo,California,10,1
4/2/2020,Kern,California,155,1
4/2/2020,Kings,California,5,0
4/2/2020,Los Angeles,California,4045,78
4/2/2020,Madera,California,28,1
4/2/2020,Marin,California,118,6
4/2/2020,Mendocino,California,4,0
4/2/2020,Merced,California,16,0
4/2/2020,Mono,California,18,1
4/2/2020,Monterey,California,48,2
4/2/2020,Napa,California,19,1
4/2/2020,Nevada,California,30,0
4/2/2020,Orange,California,656,13
4/2/2020,Placer,California,90,2
4/2/2020,Plumas,California,1,0
4/2/2020,Riverside,California,493,14
4/2/2020,Sacramento,California,340,9
4/2/2020,San Benito,California,23,1
4/2/2020,San Bernardino,California,304,8
4/2/2020,San Diego,California,966,16
4/2/2020,San Francisco,California,450,7
4/2/2020,San Joaquin,California,178,10
4/2/2020,San Luis Obispo,California,89,0
4/2/2020,San Mateo,California,453,10
4/2/2020,Santa Barbara,California,139,1
4/2/2020,Santa Clara,California,1019,37
4/2/2020,Santa Cruz,California,57,1
4/2/2020,Shasta,California,7,1
4/2/2020,Siskiyou,California,3,0
4/2/2020,Solano,California,66,1
4/2/2020,Sonoma,California,95,1
4/2/2020,Stanislaus,California,50,0
4/2/2020,Sutter,California,14,1
4/2/2020,Tulare,California,74,2
4/2/2020,Tuolumne,California,1,0
4/2/2020,Unknown,California,0,1
4/2/2020,Ventura,California,177,6
4/2/2020,Yolo,California,28,1
4/2/2020,Yuba,California,8,0
4/2/2020,Adams,Colorado,260,7
4/2/2020,Alamosa,Colorado,4,0
4/2/2020,Arapahoe,Colorado,441,10
4/2/2020,Archuleta,Colorado,1,0
4/2/2020,Baca,Colorado,9,0
4/2/2020,Boulder,Colorado,132,2
4/2/2020,Broomfield,Colorado,30,2
4/2/2020,Chaffee,Colorado,18,2
4/2/2020,Clear Creek,Colorado,6,0
4/2/2020,Costilla,Colorado,3,0
4/2/2020,Crowley,Colorado,1,1
4/2/2020,Custer,Colorado,1,0
4/2/2020,Delta,Colorado,1,0
4/2/2020,Denver,Colorado,643,11
4/2/2020,Douglas,Colorado,171,1
4/2/2020,Eagle,Colorado,314,4
4/2/2020,El Paso,Colorado,340,16
4/2/2020,Elbert,Colorado,5,0
4/2/2020,Fremont,Colorado,2,0
4/2/2020,Garfield,Colorado,43,1
4/2/2020,Grand,Colorado,4,0
4/2/2020,Gunnison,Colorado,86,1
4/2/2020,Hinsdale,Colorado,1,0
4/2/2020,Huerfano,Colorado,1,0
4/2/2020,Jefferson,Colorado,385,9
4/2/2020,Kit Carson,Colorado,4,0
4/2/2020,La Plata,Colorado,24,0
4/2/2020,Lake,Colorado,2,0
4/2/2020,Larimer,Colorado,124,7
4/2/2020,Lincoln,Colorado,1,0
4/2/2020,Logan,Colorado,7,0
4/2/2020,Mesa,Colorado,17,0
4/2/2020,Mineral,Colorado,2,0
4/2/2020,Moffat,Colorado,4,0
4/2/2020,Montezuma,Colorado,3,1
4/2/2020,Montrose,Colorado,14,0
4/2/2020,Morgan,Colorado,7,0
4/2/2020,Otero,Colorado,3,0
4/2/2020,Park,Colorado,3,0
4/2/2020,Phillips,Colorado,2,0
4/2/2020,Pitkin,Colorado,36,2
4/2/2020,Pueblo,Colorado,28,2
4/2/2020,Rio Grande,Colorado,5,0
4/2/2020,Routt,Colorado,23,0
4/2/2020,Saguache,Colorado,3,0
4/2/2020,San Miguel,Colorado,7,0
4/2/2020,Summit,Colorado,26,0
4/2/2020,Teller,Colorado,7,1
4/2/2020,Unknown,Colorado,144,0
4/2/2020,Washington,Colorado,1,0
4/2/2020,Weld,Colorado,329,16
4/2/2020,Yuma,Colorado,2,0
4/2/2020,Fairfield,Connecticut,2132,65
4/2/2020,Hartford,Connecticut,539,13
4/2/2020,Litchfield,Connecticut,141,2
4/2/2020,Middlesex,Connecticut,74,3
4/2/2020,New Haven,Connecticut,647,17
4/2/2020,New London,Connecticut,29,1
4/2/2020,Tolland,Connecticut,67,10
4/2/2020,Unknown,Connecticut,174,1
4/2/2020,Windham,Connecticut,21,0
4/2/2020,Kent,Delaware,43,2
4/2/2020,New Castle,Delaware,245,7
4/2/2020,Sussex,Delaware,105,3
4/2/2020,District of Columbia,District of Columbia,653,12
4/2/2020,Alachua,Florida,95,0
4/2/2020,Baker,Florida,11,0
4/2/2020,Bay,Florida,15,0
4/2/2020,Bradford,Florida,5,0
4/2/2020,Brevard,Florida,49,0
4/2/2020,Broward,Florida,1481,17
4/2/2020,Calhoun,Florida,1,0
4/2/2020,Charlotte,Florida,38,0
4/2/2020,Citrus,Florida,27,2
4/2/2020,Clay,Florida,58,6
4/2/2020,Collier,Florida,178,2
4/2/2020,Columbia,Florida,4,0
4/2/2020,DeSoto,Florida,8,1
4/2/2020,Duval,Florida,286,9
4/2/2020,Escambia,Florida,101,0
4/2/2020,Flagler,Florida,25,1
4/2/2020,Gadsden,Florida,1,0
4/2/2020,Glades,Florida,3,1
4/2/2020,Gulf,Florida,1,0
4/2/2020,Hardee,Florida,1,0
4/2/2020,Hendry,Florida,4,0
4/2/2020,Hernando,Florida,34,0
4/2/2020,Highlands,Florida,24,1
4/2/2020,Hillsborough,Florida,404,5
4/2/2020,Holmes,Florida,1,0
4/2/2020,Indian River,Florida,41,0
4/2/2020,Jackson,Florida,4,0
4/2/2020,Lake,Florida,82,2
4/2/2020,Lee,Florida,274,10
4/2/2020,Leon,Florida,34,0
4/2/2020,Levy,Florida,2,0
4/2/2020,Madison,Florida,2,0
4/2/2020,Manatee,Florida,89,3
4/2/2020,Marion,Florida,33,0
4/2/2020,Martin,Florida,34,0
4/2/2020,Miami-Dade,Florida,2885,20
4/2/2020,Monroe,Florida,38,1
4/2/2020,Nassau,Florida,16,0
4/2/2020,Okaloosa,Florida,50,1
4/2/2020,Okeechobee,Florida,1,0
4/2/2020,Orange,Florida,540,4
4/2/2020,Osceola,Florida,170,4
4/2/2020,Palm Beach,Florida,735,27
4/2/2020,Pasco,Florida,66,2
4/2/2020,Pinellas,Florida,273,6
4/2/2020,Polk,Florida,103,2
4/2/2020,Putnam,Florida,14,0
4/2/2020,Santa Rosa,Florida,47,2
4/2/2020,Sarasota,Florida,110,7
4/2/2020,Seminole,Florida,145,0
4/2/2020,St. Johns,Florida,102,2
4/2/2020,St. Lucie,Florida,48,3
4/2/2020,Sumter,Florida,66,2
4/2/2020,Suwannee,Florida,7,0
4/2/2020,Union,Florida,1,0
4/2/2020,Unknown,Florida,9,0
4/2/2020,Volusia,Florida,102,1
4/2/2020,Wakulla,Florida,2,0
4/2/2020,Walton,Florida,19,0
4/2/2020,Washington,Florida,1,0
4/2/2020,Appling,Georgia,3,0
4/2/2020,Bacon,Georgia,6,0
4/2/2020,Baker,Georgia,4,1
4/2/2020,Baldwin,Georgia,7,1
4/2/2020,Banks,Georgia,3,0
4/2/2020,Barrow,Georgia,20,2
4/2/2020,Bartow,Georgia,153,4
4/2/2020,Ben Hill,Georgia,3,0
4/2/2020,Berrien,Georgia,3,0
4/2/2020,Bibb,Georgia,25,1
4/2/2020,Bleckley,Georgia,1,0
4/2/2020,Brooks,Georgia,4,0
4/2/2020,Bryan,Georgia,11,1
4/2/2020,Bulloch,Georgia,4,0
4/2/2020,Burke,Georgia,8,0
4/2/2020,Butts,Georgia,9,0
4/2/2020,Calhoun,Georgia,10,1
4/2/2020,Camden,Georgia,6,0
4/2/2020,Candler,Georgia,1,0
4/2/2020,Carroll,Georgia,139,2
4/2/2020,Catoosa,Georgia,5,0
4/2/2020,Charlton,Georgia,1,0
4/2/2020,Chatham,Georgia,44,3
4/2/2020,Chattahoochee,Georgia,2,0
4/2/2020,Chattooga,Georgia,3,0
4/2/2020,Cherokee,Georgia,94,4
4/2/2020,Clarke,Georgia,55,7
4/2/2020,Clay,Georgia,7,0
4/2/2020,Clayton,Georgia,165,6
4/2/2020,Clinch,Georgia,2,0
4/2/2020,Cobb,Georgia,341,17
4/2/2020,Coffee,Georgia,9,0
4/2/2020,Colquitt,Georgia,28,2
4/2/2020,Columbia,Georgia,27,0
4/2/2020,Cook,Georgia,1,0
4/2/2020,Coweta,Georgia,48,2
4/2/2020,Crisp,Georgia,21,0
4/2/2020,Dade,Georgia,1,0
4/2/2020,Dawson,Georgia,11,0
4/2/2020,DeKalb,Georgia,409,8
4/2/2020,Decatur,Georgia,10,0
4/2/2020,Dodge,Georgia,5,0
4/2/2020,Dooly,Georgia,11,0
4/2/2020,Dougherty,Georgia,521,30
4/2/2020,Douglas,Georgia,66,3
4/2/2020,Early,Georgia,42,1
4/2/2020,Effingham,Georgia,6,0
4/2/2020,Emanuel,Georgia,1,0
4/2/2020,Fannin,Georgia,8,0
4/2/2020,Fayette,Georgia,55,4
4/2/2020,Floyd,Georgia,78,2
4/2/2020,Forsyth,Georgia,53,1
4/2/2020,Franklin,Georgia,5,0
4/2/2020,Fulton,Georgia,747,23
4/2/2020,Gilmer,Georgia,1,0
4/2/2020,Glynn,Georgia,21,0
4/2/2020,Gordon,Georgia,20,1
4/2/2020,Grady,Georgia,2,0
4/2/2020,Greene,Georgia,8,0
4/2/2020,Gwinnett,Georgia,303,8
4/2/2020,Habersham,Georgia,2,0
4/2/2020,Hall,Georgia,72,0
4/2/2020,Haralson,Georgia,6,0
4/2/2020,Harris,Georgia,5,0
4/2/2020,Hart,Georgia,3,0
4/2/2020,Heard,Georgia,2,1
4/2/2020,Henry,Georgia,115,2
4/2/2020,Houston,Georgia,49,5
4/2/2020,Irwin,Georgia,5,0
4/2/2020,Jackson,Georgia,11,0
4/2/2020,Jasper,Georgia,2,0
4/2/2020,Jefferson,Georgia,2,0
4/2/2020,Jenkins,Georgia,1,0
4/2/2020,Johnson,Georgia,1,0
4/2/2020,Jones,Georgia,5,0
4/2/2020,Lamar,Georgia,6,0
4/2/2020,Lanier,Georgia,1,0
4/2/2020,Laurens,Georgia,14,0
4/2/2020,Lee,Georgia,104,7
4/2/2020,Liberty,Georgia,7,0
4/2/2020,Lincoln,Georgia,5,0
4/2/2020,Long,Georgia,1,0
4/2/2020,Lowndes,Georgia,26,1
4/2/2020,Lumpkin,Georgia,7,0
4/2/2020,Macon,Georgia,2,0
4/2/2020,Madison,Georgia,5,1
4/2/2020,McDuffie,Georgia,4,1
4/2/2020,McIntosh,Georgia,1,0
4/2/2020,Meriwether,Georgia,9,0
4/2/2020,Miller,Georgia,4,0
4/2/2020,Mitchell,Georgia,40,1
4/2/2020,Monroe,Georgia,6,0
4/2/2020,Morgan,Georgia,2,0
4/2/2020,Murray,Georgia,7,0
4/2/2020,Muscogee,Georgia,26,0
4/2/2020,Newton,Georgia,37,0
4/2/2020,Oconee,Georgia,19,0
4/2/2020,Oglethorpe,Georgia,1,1
4/2/2020,Paulding,Georgia,35,0
4/2/2020,Peach,Georgia,7,1
4/2/2020,Pickens,Georgia,9,1
4/2/2020,Pierce,Georgia,10,0
4/2/2020,Pike,Georgia,2,0
4/2/2020,Polk,Georgia,16,0
4/2/2020,Pulaski,Georgia,5,0
4/2/2020,Putnam,Georgia,2,0
4/2/2020,Rabun,Georgia,2,0
4/2/2020,Randolph,Georgia,4,0
4/2/2020,Richmond,Georgia,42,1
4/2/2020,Rockdale,Georgia,57,2
4/2/2020,Schley,Georgia,4,0
4/2/2020,Screven,Georgia,2,0
4/2/2020,Seminole,Georgia,6,0
4/2/2020,Spalding,Georgia,17,1
4/2/2020,Stephens,Georgia,5,0
4/2/2020,Stewart,Georgia,1,0
4/2/2020,Sumter,Georgia,48,3
4/2/2020,Talbot,Georgia,1,0
4/2/2020,Tattnall,Georgia,2,0
4/2/2020,Taylor,Georgia,2,0
4/2/2020,Telfair,Georgia,2,0
4/2/2020,Terrell,Georgia,47,2
4/2/2020,Thomas,Georgia,17,0
4/2/2020,Tift,Georgia,29,0
4/2/2020,Toombs,Georgia,5,1
4/2/2020,Troup,Georgia,21,1
4/2/2020,Turner,Georgia,6,0
4/2/2020,Twiggs,Georgia,2,0
4/2/2020,Union,Georgia,1,0
4/2/2020,Unknown,Georgia,665,4
4/2/2020,Upson,Georgia,6,0
4/2/2020,Walker,Georgia,2,0
4/2/2020,Walton,Georgia,15,0
4/2/2020,Ware,Georgia,14,2
4/2/2020,Warren,Georgia,4,0
4/2/2020,Washington,Georgia,6,0
4/2/2020,Webster,Georgia,1,0
4/2/2020,Wheeler,Georgia,1,0
4/2/2020,White,Georgia,3,0
4/2/2020,Whitfield,Georgia,14,1
4/2/2020,Wilcox,Georgia,1,0
4/2/2020,Wilkes,Georgia,2,0
4/2/2020,Wilkinson,Georgia,1,0
4/2/2020,Worth,Georgia,28,1
4/2/2020,Unknown,Guam,152,3
4/2/2020,Hawaii,Hawaii,18,0
4/2/2020,Honolulu,Hawaii,206,2
4/2/2020,Kauai,Hawaii,12,0
4/2/2020,Maui,Hawaii,27,0
4/2/2020,Unknown,Hawaii,20,0
4/2/2020,Ada,Idaho,307,3
4/2/2020,Adams,Idaho,1,0
4/2/2020,Bannock,Idaho,4,0
4/2/2020,Bingham,Idaho,2,0
4/2/2020,Blaine,Idaho,351,2
4/2/2020,Bonner,Idaho,1,0
4/2/2020,Bonneville,Idaho,3,0
4/2/2020,Camas,Idaho,1,0
4/2/2020,Canyon,Idaho,79,1
4/2/2020,Cassia,Idaho,3,1
4/2/2020,Custer,Idaho,2,0
4/2/2020,Elmore,Idaho,9,0
4/2/2020,Fremont,Idaho,1,0
4/2/2020,Gem,Idaho,6,0
4/2/2020,Gooding,Idaho,1,0
4/2/2020,Idaho,Idaho,2,0
4/2/2020,Jefferson,Idaho,3,0
4/2/2020,Jerome,Idaho,8,0
4/2/2020,Kootenai,Idaho,37,0
4/2/2020,Latah,Idaho,1,0
4/2/2020,Lewis,Idaho,1,0
4/2/2020,Lincoln,Idaho,5,0
4/2/2020,Madison,Idaho,4,0
4/2/2020,Minidoka,Idaho,1,0
4/2/2020,Nez Perce,Idaho,13,2
4/2/2020,Owyhee,Idaho,2,0
4/2/2020,Payette,Idaho,5,0
4/2/2020,Teton,Idaho,3,0
4/2/2020,Twin Falls,Idaho,32,0
4/2/2020,Valley,Idaho,3,0
4/2/2020,Washington,Idaho,1,0
4/2/2020,Adams,Illinois,2,0
4/2/2020,Bond,Illinois,3,0
4/2/2020,Bureau,Illinois,2,0
4/2/2020,Carroll,Illinois,4,1
4/2/2020,Champaign,Illinois,43,0
4/2/2020,Christian,Illinois,15,1
4/2/2020,Clark,Illinois,2,0
4/2/2020,Clinton,Illinois,8,0
4/2/2020,Cook,Illinois,5575,107
4/2/2020,Crawford,Illinois,1,0
4/2/2020,Cumberland,Illinois,1,0
4/2/2020,DeKalb,Illinois,16,0
4/2/2020,Douglas,Illinois,8,0
4/2/2020,DuPage,Illinois,448,14
4/2/2020,Fayette,Illinois,2,0
4/2/2020,Ford,Illinois,1,0
4/2/2020,Franklin,Illinois,1,0
4/2/2020,Grundy,Illinois,5,0
4/2/2020,Henry,Illinois,4,0
4/2/2020,Iroquois,Illinois,2,0
4/2/2020,Jackson,Illinois,6,0
4/2/2020,Jo Daviess,Illinois,3,0
4/2/2020,Kane,Illinois,154,8
4/2/2020,Kankakee,Illinois,59,2
4/2/2020,Kendall,Illinois,36,2
4/2/2020,Knox,Illinois,1,0
4/2/2020,LaSalle,Illinois,6,1
4/2/2020,Lake,Illinois,540,7
4/2/2020,Livingston,Illinois,5,0
4/2/2020,Logan,Illinois,1,0
4/2/2020,Macon,Illinois,2,0
4/2/2020,Macoupin,Illinois,1,0
4/2/2020,Madison,Illinois,29,0
4/2/2020,Marion,Illinois,2,0
4/2/2020,Marshall,Illinois,1,0
4/2/2020,Massac,Illinois,1,0
4/2/2020,McHenry,Illinois,81,3
4/2/2020,McLean,Illinois,32,2
4/2/2020,Menard,Illinois,1,0
4/2/2020,Mercer,Illinois,1,0
4/2/2020,Monroe,Illinois,4,0
4/2/2020,Montgomery,Illinois,2,0
4/2/2020,Morgan,Illinois,5,1
4/2/2020,Moultrie,Illinois,1,0
4/2/2020,Ogle,Illinois,1,0
4/2/2020,Peoria,Illinois,11,0
4/2/2020,Piatt,Illinois,1,0
4/2/2020,Randolph,Illinois,8,0
4/2/2020,Rock Island,Illinois,21,0
4/2/2020,Saline,Illinois,1,0
4/2/2020,Sangamon,Illinois,23,2
4/2/2020,St. Clair,Illinois,55,3
4/2/2020,Stephenson,Illinois,3,0
4/2/2020,Tazewell,Illinois,5,0
4/2/2020,Unknown,Illinois,28,0
4/2/2020,Vermilion,Illinois,2,0
4/2/2020,Washington,Illinois,1,0
4/2/2020,Whiteside,Illinois,6,1
4/2/2020,Will,Illinois,384,9
4/2/2020,Williamson,Illinois,1,0
4/2/2020,Winnebago,Illinois,24,1
